Src IP,Dst IP,Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Flow IAT Mean,Flow IAT Std,Flow Pkts/s,Attack,src_betweenness,dst_betweenness,src_pagerank,dst_pagerank,src_degree,dst_degree,src_closeness,dst_closeness,src_eigenvector,dst_eigenvector,src_k_core,dst_k_core,src_modularity,dst_modularity
192.168.1.13,10.0.0.13,6863,153,UDP,66148,68,73,4491,13080,61.593394661682154,9.944029332606497,25.772047019664633,Benign,0.9039030885487596,0.6292340965450722,0.5556249252064659,0.7176327609581598,0.34619703297094995,0.25115628745218965,0.6878358781878718,0.2175568056129219,0.10141974304497359,0.757765786336117,0.3799018858574671,0.952063490737025,0.19013601825107274,0.9445255351056612
192.168.1.14,10.0.0.14,31507,465,UDP,26958,24,73,6424,3830,45.69936559524941,3.2756288820345567,13.593863906263085,Benign,0.40186908276416333,0.9363558338419863,0.3037839956006474,0.4366714738965083,0.29880924894861205,0.5979424607078688,0.510472935368193,0.8845623614847825,0.19861162089567697,0.6308979699509318,0.1356630593451793,0.04582798240000974,0.08922065890850162,0.1159338194359697
192.168.1.15,10.0.0.15,63687,197,UDP,34235,76,13,9507,7726,32.327328693575986,6.935438847582752,467.6030908183069,PortScan,0.06456685663973882,0.041573011706139584,0.08545741459285716,0.6610657594660463,0.10260400102646317,0.4800223024258148,0.9156975275880332,0.8817551381443627,0.8044245032344963,0.6227824459013104,0.37770614906827393,0.6418286434267026,0.24472050298178594,0.06769979398551296
192.168.1.16,10.0.0.16,33653,358,UDP,84619,6,34,9124,12838,50.08161887981277,8.09393600123255,65.86415119016549,Benign,0.2653004421548397,0.5284530018255231,0.8764777653957715,0.7538074321495222,0.7297953424786324,0.21525073480418555,0.39957123077599777,0.8231372846496752,0.6924467173273785,0.5434325005682327,0.46855015690788904,0.13721767082040648,0.5752484390957224,0.9607026975300057
192.168.1.17,10.0.0.17,60097,530,UDP,89695,25,26,6998,6566,25.89390091088882,8.55874889969307,780.6525939464839,DoS,0.7895336877041902,0.5893549187227103,0.5892437387669128,0.0714216292346529,0.7106515977031218,0.7044413557455232,0.7697994931967344,0.29256728315921965,0.15528038203593175,0.6737647157628922,0.10589687612183685,0.8043217908104117,0.9826227719639952,0.7069016593756157
192.168.1.18,10.0.0.18,2492,805,TCP,97222,49,36,4953,11292,45.560570485816555,8.201608389637903,287.40068630080634,WebAttack,0.25401602052112804,0.031054292003697692,0.2861939369885771,0.8274926462164879,0.3245691359335987,0.19688187000277702,0.46633121857385296,0.4858843125845689,0.5906676305589544,0.9974314575618426,0.7607904951741974,0.13636493998432786,0.37668568511303924,0.3074081074736439
192.168.1.19,10.0.0.19,47126,278,UDP,4629,81,56,6305,648,97.34166354032612,7.086466385987189,463.05080474384124,Benign,0.5131855042025105,0.46039315709889417,0.6104526671764611,0.19704658172669742,0.7854200564410686,0.8432995922129393,0.8546873562093653,0.20937266230955442,0.32076935792170924,0.14958572348846055,0.35492627317598,0.6372493685223731,0.6713329683025758,0.38862841264905057
192.168.1.20,10.0.0.20,33356,668,UDP,23065,79,99,7690,5249,61.84983173758584,1.1997123259607978,355.00500863550195,Benign,0.28257435803649655,0.11455848221626441,0.0752577772215467,0.21793004723032616,0.3474170488911149,0.15907406169955352,0.6757197388042233,0.2329248002000316,0.07613960966607047,0.6407871525197804,0.613841477328005,0.8212505106572364,0.9034406293199618,0.2943707783821947
192.168.1.21,10.0.0.21,26998,493,TCP,88482,62,95,3899,11565,59.30461628947374,2.0258887591232346,206.09358363271224,Benign,0.5206992699662756,0.6885263347755557,0.46954666954219526,0.6992195724143965,0.8032110470529584,0.1543783547446509,0.2868017296199846,0.6960302084099766,0.4552726113860991,0.7821584519752698,0.1499798762293615,0.28108134130683315,0.1681939703984523,0.7962104902085447
192.168.1.22,10.0.0.22,24021,457,UDP,79887,3,79,2144,12783,66.31516305084804,0.9309060002607306,541.2227811699311,Benign,0.6149186345599685,0.6402847266914002,0.671248840199976,0.9030929346561718,0.5727663025455227,0.6074799332128222,0.8601150470757971,0.4612743637794271,0.5713483568443583,0.6644441851333578,0.06215285562237771,0.3024056507725471,0.7991502835033599,0.7156383406645803
192.168.1.23,10.0.0.23,51650,500,TCP,67229,82,52,9046,3283,87.12726508864372,2.0273039526699654,690.8336489018282,Benign,0.8343768984562551,0.5008215410872043,0.1313371039306822,0.727346472963955,0.5285688427993833,0.8285110886324181,0.5229998615482764,0.9836104873777283,0.5626670115574365,0.053658341136292864,0.48862800332265566,0.43492235689482395,0.12687347869126187,0.3993561048577453
192.168.1.24,10.0.0.24,23236,747,TCP,61852,70,24,4478,14473,73.18314896216641,1.8632165672375256,407.4327807795895,Benign,0.668956610358897,0.7410745037069405,0.5262619693831427,0.03471435394753308,0.09363661742237306,0.9483562231279136,0.8023761494400267,0.6952682672043878,0.9244703855771086,0.09318842633531699,0.6871959250006466,0.4939424975124347,0.5523602517986522,0.6531871770472796
192.168.1.25,10.0.0.25,63338,602,TCP,27150,59,97,5212,7873,35.16158819407674,3.671406163533181,834.2901898838886,Benign,0.7500210124822911,0.9912366735010683,0.8667170686119223,0.21692717715157495,0.8293061029135227,0.07571721527073183,0.9962927846023777,0.45111789142279335,0.39339811169429906,0.03045988412884204,0.7376926036091657,0.3228521234243442,0.7446701325047224,0.7493583297950313
192.168.1.26,10.0.0.26,49509,717,UDP,54787,36,5,12114,5019,80.63104254307325,6.312687724807794,887.9857617104476,Benign,0.4294660386066914,0.6438500608408041,0.30324083614843256,0.377452741516501,0.4446043898621662,0.795174940270732,0.6497513580688151,0.6769467049211738,0.3270108026966747,0.9154093548630752,0.21654181838647846,0.8818121551344485,0.6402218064955806,0.3364600539373983
192.168.1.27,10.0.0.27,27627,925,UDP,93256,54,1,1079,13596,36.600468425828595,8.626354279642248,379.8294415121871,Benign,0.24441817475377392,0.6682950902370236,0.2924323148887811,0.6811152704760955,0.4505039795748601,0.567391986094659,0.6932283830304596,0.2608183348118194,0.8498028717095446,0.8708820778892117,0.8391569985262332,0.5338037072134364,0.45341443105592905,0.5397138161446708
192.168.1.28,10.0.0.28,60961,545,UDP,42538,52,34,590,6266,25.524848679293942,2.263356512844471,441.6566683233759,Benign,0.8612801403865721,0.8570223088701123,0.978897753243038,0.8456378728799379,0.6873963892505836,0.46321151071773614,0.9680818626734109,0.5603874717522781,0.24617914703715993,0.2823363886627539,0.6332301637598075,0.7990222701646003,0.5374991333321261,0.6787113552594708
192.168.1.29,10.0.0.29,34170,537,UDP,22367,80,3,7700,6112,54.25795960593519,7.715830104734243,280.8473704571662,WebAttack,0.4424247779841839,0.11788507310850205,0.7102395253297233,0.1573143945896044,0.050213561247682725,0.018781238379459997,0.2125526353550906,0.5869744257368403,0.09014767115620836,0.44325548385133484,0.7728084029045413,0.8894685943175622,0.4054067652153225,0.5392979023710189
192.168.1.30,10.0.0.30,7651,121,UDP,66121,82,87,14468,6640,72.47905918735907,1.7524151853415426,7.596837686074616,Benign,0.8739380974889034,0.11079587066405261,0.8394743079866591,0.6308383111195534,0.8993884417577896,0.39318708311836725,0.1767646610589374,0.056693970845127395,0.8177800944826776,0.9320203244332177,0.5934938046256216,0.0023523793859545616,0.6394884653056525,0.41110111633006274
192.168.1.31,10.0.0.31,36868,130,TCP,77013,71,54,4317,8127,22.980193759762315,7.44654379853973,340.9868561901598,Benign,0.8657514440333955,0.8234636323330852,0.37259251061159315,0.8965593823212933,0.23374921909003754,0.5269813427711967,0.2991960818216324,0.820383405767797,0.5392537416830767,0.4869149933138909,0.7345520398962506,0.5553839353304156,0.8800981492000561,0.11362526672397522
192.168.1.32,10.0.0.32,14231,744,UDP,76661,9,27,4325,10433,13.983660281267948,3.4987281148494596,858.2083157222161,Benign,0.9028225327847613,0.048424809332726415,0.8581086119655114,0.13884696388984896,0.8241961848969874,0.41907995004381104,0.10683194565958587,0.39824276990784546,0.8538883894013163,0.3555241080731324,0.7922539314251659,0.9180674145400047,0.05030940591428279,0.022731405420274187
192.168.1.33,10.0.0.33,16734,425,UDP,94973,38,98,1729,9169,0.40212994287914783,4.068189516592198,345.4833926046842,Benign,0.8087446483883707,0.03188830478682669,0.797478312074678,0.6321879971544939,0.9223866557624575,0.3295688146874257,0.15781338313521587,0.2665280866522062,0.06669887606404601,0.16264175739457232,0.40075913952122666,0.19261291617058762,0.21366837156681728,0.6843955931098128
192.168.1.34,10.0.0.34,16726,570,TCP,10179,32,68,8634,11961,2.205701372791612,7.35575563667279,237.71758940789988,Benign,0.07281505719370096,0.061483942543408054,0.40575781449804516,0.9877914170563246,0.08586617515201744,0.7173304390447491,0.15670496924945043,0.8771588017022843,0.9878008006946472,0.33712340256374373,0.177027137518737,0.44352105824193766,0.5918031963788395,0.9653338842099601
192.168.1.35,10.0.0.35,61046,718,UDP,85360,98,60,10383,4917,83.11863467008975,8.75667390363054,400.91542056508865,Benign,0.8981682205653956,0.3389645462594777,0.7958467077581887,0.6535100157203089,0.12759446044175904,0.4829711461242421,0.43134267654170155,0.14110417097927297,0.5114567083307667,0.31356491239902884,0.7130978761606288,0.8384026131480646,0.6628426694416542,0.4394690905814126
192.168.1.36,10.0.0.36,62170,641,UDP,55197,57,4,10710,1237,5.226761894658182,6.807882555566175,407.8357903379173,PortScan,0.4206900351120576,0.493037293476813,0.42631702836928775,0.9746165005284256,0.8304969384853936,0.6332749336959461,0.7155484203891138,0.5266292645488225,0.5122392426944381,0.69977478881872,0.4038905709517482,0.4604155324021678,0.5675905007960537,0.08497957236485187
192.168.1.37,10.0.0.37,58814,878,UDP,58236,19,5,13696,6115,12.968549408862522,0.5057202015750129,834.4414975132737,DoS,0.28906246482630815,0.5977415139177695,0.9263922327804273,0.16591092397629525,0.6323818387220091,0.2056496160208091,0.14655689848247822,0.31880354904937946,0.9925130911118686,0.1515811847332188,0.28341345077965074,0.5212016450554047,0.7359233349960141,0.4237149120515413
192.168.1.38,10.0.0.38,52865,470,UDP,58187,76,99,14075,2639,35.53162326700227,5.394415993830451,572.2650875244075,Benign,0.9282042978095603,0.7936639857556532,0.8713340405397929,0.8270550271168936,0.3783685568876658,0.9266667670121893,0.03380620918214172,0.14632294628898612,0.05915406054189454,0.44462124127131986,0.3087811434682407,0.17687349896509075,0.6556251483282242,0.4844903081604831
192.168.1.39,10.0.0.39,39229,712,TCP,43269,34,62,7987,700,68.7912872320575,9.963317268735974,10.774891198947484,PortScan,0.648303580785748,0.10939825193571828,0.4958245237125519,0.4511636713137466,0.678510628785216,0.18966248247229633,0.5633407039008896,0.7486827403338089,0.949648829699954,0.6768591053262755,0.9237203145184036,0.8105569390950925,0.9916811611524147,0.6194399929724201
192.168.1.40,10.0.0.40,22330,312,TCP,13098,86,59,13366,12861,20.66416983407718,4.600911109709189,426.6218671969311,Benign,0.7564298499151864,0.21568847785380574,0.8162588566394566,0.9475260647889748,0.2543698078838996,0.5232103896768433,0.21307850968434205,0.16899324709749175,0.35285612557998125,0.44133429830909765,0.43908280274284217,0.7170685927952336,0.2432486457594516,0.01706405003358058
192.168.1.41,10.0.0.41,21087,525,UDP,34239,82,93,9563,12571,93.17511460829252,2.132843095869763,392.5100893617353,Benign,0.44323730784688686,0.8764685344012613,0.3599050725291634,0.35609965003800603,0.47319470122689944,0.4734175463805941,0.39227244438123565,0.798994170268717,0.3559063243510644,0.8842118974931996,0.9174336496790472,0.261834672943167,0.8245313562419586,0.3126490056020196
192.168.1.42,10.0.0.42,54601,744,UDP,61989,88,40,4098,1459,78.87547799280608,0.5393272037210206,850.5272177194538,DoS,0.10298813613658697,0.18614128803566754,0.9564459456549937,0.24727650732856177,0.5820910056303312,0.6034821784429131,0.19511919293415747,0.9161820223609036,0.8160420502947886,0.7122247266453257,0.24170055432247606,0.4267405284255317,0.4240437804536298,0.510716325457188
192.168.1.43,10.0.0.43,26711,719,UDP,30137,1,41,939,13717,78.78604742246036,3.7255845925361477,688.245587634281,Benign,0.5983506371858139,0.3637447671349203,0.6753773953441015,0.9988506906852556,0.13342860604814755,0.41077759314253137,0.19288798966679355,0.020343809857200967,0.6567707381618593,0.5821450057803124,0.0012927912322171498,0.7674240208566097,0.07452030317952152,0.7093728669814344
192.168.1.44,10.0.0.44,33494,12,TCP,75618,74,49,5062,4256,93.64444525716775,3.858505720189455,294.82158678622085,Benign,0.92735789010258,0.9671014252672592,0.8412582344501466,0.41203778516803724,0.9048532077402613,0.41449443870633884,0.5742075833692009,0.5243338055981143,0.22593100319455806,0.8181647877646224,0.9857016182137044,0.8152610734368516,0.025374263350366077,0.2743129413332811
192.168.1.45,10.0.0.45,24020,557,UDP,99821,27,33,2983,14783,30.37219957198459,0.3184817109376481,756.4975878931169,PortScan,0.5724362546136346,0.998267942231236,0.4738047779916039,0.6359510866359994,0.9374010473127218,0.2538208466282267,0.9374605142987027,0.709431835973465,0.005959551320049994,0.9603591448820025,0.3341422538961887,0.23145004678889247,0.5868588006410785,0.22217007592453675
192.168.1.46,10.0.0.46,14842,724,UDP,53425,64,57,11909,13322,77.12053007380844,0.13007242027622268,442.7163750489929,DoS,0.3937794274998412,0.9914039702893256,0.21319488820539156,0.943129625806262,0.6343634352847386,0.5217398754597947,0.6003311899989006,0.16600245627474508,0.29615746980584634,0.6501603543878365,0.8001481442263373,0.7136836371665071,0.4498719614295572,0.12199224022984012
192.168.1.47,10.0.0.47,41102,583,UDP,28517,45,30,5698,11974,92.96120069287207,3.6574332418544184,438.36422768421306,Benign,0.44922550346128076,0.4843744475203765,0.8625753033558049,0.6928830277012537,0.17812107356728624,0.4047439464443443,0.8393106074913248,0.2327330668646359,0.8937765721459812,0.502582742338959,0.06934426340108357,0.13258325742020827,0.4013313911741434,0.8921943121254711
192.168.1.48,10.0.0.48,11179,695,TCP,69259,28,22,9719,2321,97.89094965007962,7.508063711097242,871.1348374009091,DoS,0.28189766258234406,0.021095925168589824,0.8511694554704672,0.9701415779233962,0.6359205373065462,0.42064979786227386,0.6799145460394419,0.4902411177511974,0.41080141014733984,0.7213995338576098,0.21453896458282118,0.11289660461707474,0.7771589045637206,0.868915811535647
192.168.1.49,10.0.0.49,32467,352,TCP,39663,51,20,4027,6657,81.8808832072282,8.4988318578604,146.43252339367777,Benign,0.3330292040806553,0.17266873525157211,0.8850578356193343,0.5502159615004897,0.5496829069244565,0.04747428508454965,0.12454053724839598,0.7852352918525466,0.3784187525846716,0.6511064094260199,0.32846177415931255,0.08390436094654663,0.10759543306215191,0.5369011328069808
192.168.1.50,10.0.0.50,17071,156,UDP,93338,53,11,737,2515,17.73460296293829,6.044374798897722,841.4888356882486,PortScan,0.5369339394211398,0.48578386147595387,0.5407654534186098,0.3084958913114547,0.7294610257125234,0.14384959313933954,0.7810322582287375,0.9047813436611756,0.8504794650859678,0.7876916573496523,0.898388123329946,0.29737567356669026,0.33610694775880723,0.27296879137825636
192.168.1.51,10.0.0.51,9549,739,TCP,85401,22,74,454,4928,9.404649351961243,5.864279048327391,261.85712250490707,Benign,0.4285872471599069,0.08342179802955252,0.7814265724532705,0.9947565355785497,0.922055584990286,0.8534073698650482,0.31433820893589925,0.9925662527968936,0.9734886329815681,0.18358781112649014,0.16066270742203814,0.8963666415749901,0.38217377695222954,0.6938512065458984
192.168.1.52,10.0.0.52,60000,988,TCP,90794,13,99,10458,12072,32.418232162123196,0.009168206741222429,248.64229241874136,Benign,0.30858480782583364,0.5924309313056338,0.10746801050186916,0.3105336839610948,0.9585165224412103,0.5725829216997447,0.24100960752485523,0.6385644148795326,0.3067981486024418,0.24829990329031482,0.8462555445753874,0.35603619674833087,0.950373982915168,0.04398778617716903
192.168.1.53,10.0.0.53,24884,22,TCP,41432,1,64,5407,7142,56.27839075770932,2.5710453618237175,199.49876845750612,Benign,0.9117996322323576,0.6625579130763202,0.9421138386640077,0.10084111763443337,0.3150365121822012,0.41588351498379483,0.3872377958442331,0.3353247753986368,0.6726554665672725,0.2767913005593562,0.13680073327177977,0.5336892105346487,0.9332784140540903,0.5031059661902038
192.168.1.54,10.0.0.54,64857,209,TCP,55858,3,90,1702,7922,11.028141904948534,9.100995016088834,280.52390302463226,PortScan,0.4048239003953913,0.674832882729718,0.8267428829819229,0.9345905037564535,0.2880187041818649,0.9911138938936623,0.9572300519378449,0.29274292370423105,0.32888518946624457,0.5294756029273539,0.33845434669288865,0.09546367841616288,0.13833917868205436,0.07920093493069036
192.168.1.55,10.0.0.55,63692,293,TCP,85019,74,4,3320,10524,68.60873418885333,4.374119672582162,501.2543309415658,PortScan,0.7739312739580212,0.5453235230217779,0.37307745810815496,0.19917067502609143,0.9719181950389825,0.6106831319851916,0.3289955729250491,0.3851888500988384,0.043712427326834224,0.23203098711244374,0.535100637547975,0.9065404247830903,0.4394716233295757,0.13221525838060022
192.168.1.56,10.0.0.56,50915,54,UDP,41162,35,83,3437,5852,95.45218437168155,7.816926694322658,511.4289755035734,Benign,0.1259180232476036,0.043861618909980526,0.5250081633826391,0.29382704763322876,0.503404678384987,0.7564187989586387,0.7421766271528308,0.20958118292046513,0.5637229211692256,0.8404988896833605,0.4268052174905941,0.11024480665659231,0.767564663871331,0.9005181152552945
192.168.1.57,10.0.0.57,28092,262,UDP,54930,82,24,12218,335,5.046329866771919,8.251510708667485,127.76595034610729,WebAttack,0.8190988230251027,0.013627994895338502,0.9133112454141039,0.5846902100662718,0.22155325654095537,0.09305767742003523,0.0642405880200202,0.17515696254275004,0.9772317869531529,0.8408320294092967,0.44874463924811947,0.21450895320865804,0.31991600068603254,0.9881006833684997
192.168.1.58,10.0.0.58,23837,540,UDP,92843,19,79,6429,7621,24.111134198660093,6.537513590071196,178.79770729346876,Benign,0.557745192538677,0.20888938577379146,0.5508046750210278,0.7347668852753083,0.1430156213186473,0.24143177437765717,0.4219488252217244,0.4189349567906926,0.09186301159585031,0.7411765792775471,0.5767349356676167,0.39624105982448043,0.4226712580070967,0.5074303826193618
192.168.1.59,10.0.0.59,53069,788,TCP,3047,54,6,5362,8366,47.86720248973468,8.055122366449934,819.9952272114708,Benign,0.118537250603441,0.32032641703926856,0.7354833057154421,0.2785209690235071,0.2006722419985315,0.7269023435245618,0.4744481430530667,0.9020505246980021,0.42597973972108005,0.1342120023951361,0.09759541845619435,0.3451245310770332,0.5726386853553744,0.26912432390046015
192.168.1.60,10.0.0.60,26514,883,UDP,28259,77,7,3090,1122,53.717106516252734,5.805959910544772,523.9138356057585,Benign,0.07506905320363266,0.6091118466504495,0.007447844838434525,0.3502811316315072,0.295241687751024,0.5906592851974181,0.10782892964491675,0.7377498506192764,0.15431984570583557,0.3179029108373884,0.33681973097891316,0.5967680996243433,0.39276342065729397,0.48585750935577565
192.168.1.61,10.0.0.61,23794,852,UDP,80419,8,64,3721,2134,43.13576765884751,9.885656038305184,298.052278332568,Benign,0.14083760556942282,0.5565721148470986,0.2057327305554667,0.7742832605171761,0.2544429217935472,0.4322566942325822,0.19717078869557614,0.07672124464547225,0.4837117093023231,0.036756761957089656,0.6777905573409501,0.9333669623123015,0.3884367055075959,0.06704417255919248
192.168.1.62,10.0.0.62,27839,472,TCP,23921,55,16,13509,14923,10.474463742870109,9.125156835761416,642.1566755599578,Benign,0.7618058827951019,0.5168119410813776,0.5428047538126124,0.21868282172595432,0.5741506835824906,0.7302203747370661,0.760204136138924,0.45709235411710536,0.9289704995022635,0.035033891040722076,0.5312768971212335,0.1220190828091281,0.3737224830595888,0.3379234183269526
192.168.1.63,10.0.0.63,52970,612,TCP,30682,44,83,9185,7458,87.54561578143209,0.9461783439711635,152.1892944940454,Benign,0.657884666036912,0.6176603761405887,0.8484291553442288,0.8707672299453321,0.8173348562329359,0.2458454527096655,0.9522683336323348,0.08476870976169715,0.8687580475942643,0.24389836114951258,0.02311428714031749,0.04618336650251442,0.07538161695456724,0.8458370873374791
192.168.1.64,10.0.0.64,38003,515,UDP,41316,54,63,3014,4575,81.0486641583773,7.017859681313232,250.67957722341626,Benign,0.737368052520821,0.7340196195506025,0.512779512433438,0.8624427973737233,0.6400517662335614,0.24434874475353918,0.6008835245406051,0.9557050014757044,0.3191172890397763,0.7342035093853844,0.8989224278873714,0.9407767722401357,0.18835068171826086,0.07620560364077111
192.168.1.65,10.0.0.65,31878,372,UDP,32215,35,65,8539,815,33.712549204486486,6.270218592741025,506.62824530650096,Benign,0.7544726064672048,0.6613670462510212,0.9846315643852129,0.12333696140504424,0.44960671231180893,0.3472608202004779,0.052758100493915494,0.9102301375237528,0.29680850839975526,0.8633868611679737,0.03177313790233005,0.21067098362295444,0.9471380172126695,0.6379959892826209
192.168.1.66,10.0.0.66,17183,166,TCP,11507,24,67,322,4530,74.30737450927138,3.4106996986983096,361.54075133225865,Benign,0.18630002719131422,0.20597809819164292,0.6504516388227115,0.6124785467870657,0.50351184593173,0.6653641267446231,0.47204221172915806,0.8937020382501508,0.5816147274401159,0.7536788525005059,0.8696752311994206,0.862101901556049,0.4812058742727465,0.9561020502815152
192.168.1.67,10.0.0.67,62819,1011,UDP,76717,11,74,4408,14110,38.62032606279652,0.07295464905472837,129.4661249088214,Benign,0.262182409411294,0.15742655790499227,0.8528772589663515,0.41672304644564484,0.48309785785857584,0.6346170889558679,0.09701404843215622,0.8035832882963587,0.6807591502031386,0.2334865925458206,0.819028958687881,0.3211207703797042,0.1984047609300592,0.3520363008656795
192.168.1.68,10.0.0.68,27866,521,UDP,37944,41,63,9424,2021,37.375735818805325,3.044759301711759,413.87575678185345,Benign,0.7622427957986241,0.5975745461329042,0.5306360221983076,0.8965124740854976,0.8766248104683801,0.5255159828832888,0.9444933499237291,0.4079855966899616,0.8670267782607071,0.8505294588510905,0.6314511357310238,0.5789294863495161,0.9060793151272633,0.7157102506812248
192.168.1.69,10.0.0.69,7771,555,TCP,40283,40,54,14362,12444,19.74252660807201,4.870389067774515,661.247583246614,Benign,0.7184782906221773,0.5600970712036787,0.4628718860467149,0.07811305541023894,0.9303891430423594,0.7230856367337307,0.5668553863616986,0.4437300150956429,0.33962779123230424,0.443440819915232,0.5182278548781543,0.7691885287678784,0.8540755419682604,0.14643478343434868
